qid,question,gold_answer,gold_url,predicted_answer,mrr_url,exact_match,recall_at_k,time,retrieved_urls
Q87,"What is the relationship between wakefulness and entropy? _Options:A Cortical activity gets progressively disrupted during wakefulness and sleep restores the levels of cortical activity close to criticality.B Entropy is related to order and disorder, but it is not necessarily the same.C Entropy is related to order and disorder, but it is not necessarily the same.D Entropy is related to order and disorder, but it is not necessarily the same.Answer:A",A,https://en.wikipedia.org/wiki/Neuroscience_of_sleep,B,1.0,0,1,0.19902348518371582,"['https://en.wikipedia.org/wiki/Neuroscience_of_sleep', 'https://en.wikipedia.org/wiki/Neuroscience_of_sleep', 'https://en.wikipedia.org/wiki/Neuroscience_of_sleep']"
Q89,"What is the name of the brand name of a Biosolid created by Metro Vancouver, Canada? Answer: Nutrifor",Nutrifor,https://en.wikipedia.org/wiki/Biosolids,Nutrifor,1.0,1,1,0.9904747009277344,"['https://en.wikipedia.org/wiki/Biosolids', 'https://en.wikipedia.org/wiki/Head_%26_Shoulders', 'https://en.wikipedia.org/wiki/Biosolids']"
Q90,How long did it take Sledgehammer Games to complete the Call of Duty project?,six to eight months,https://en.wikipedia.org/wiki/Sledgehammer_Games,six to eight months,1.0,1,1,0.31474757194519043,"['https://en.wikipedia.org/wiki/Sledgehammer_Games', 'https://en.wikipedia.org/wiki/Sledgehammer_Games', 'https://en.wikipedia.org/wiki/Sledgehammer_Games']"
Q91,"What is the main purpose of the term ""biosolids""?Options:A To make fertilizer.B To make fertilizer.C To make fertilizer.D To make fertilizer.Answer:A",A,https://en.wikipedia.org/wiki/Biosolids,B,1.0,0,1,0.17518329620361328,"['https://en.wikipedia.org/wiki/Biosolids', 'https://en.wikipedia.org/wiki/Sustainable_Development_Goal_12', 'https://en.wikipedia.org/wiki/Thermal_engineering']"
Q93,Who was the most successful player in the 2016 NRL season? Answer: Jason Taumalol,Jason Taumalolo was a member of the NRL Auckland Nines team.,https://en.wikipedia.org/wiki/2016_North_Queensland_Cowboys_season,I don't know based on the given context.,1.0,0,1,0.6266031265258789,"['https://en.wikipedia.org/wiki/2016_North_Queensland_Cowboys_season', 'https://en.wikipedia.org/wiki/2016_North_Queensland_Cowboys_season', 'https://en.wikipedia.org/wiki/Jason_Peterson']"
Q94,"What was the initial rate of exchange of the Zambian pound?, Kwacha, or 20 shillings or 240 Zambian pence. The initial rate of exchange of the Zambian pound was what?, Kwacha, or 20 shillings or 240 Zambian pence. The initial rate of exchange of the Zambian pound was what?, Kwacha, or 20 shillings or 240 Zambian pence. The initial rate of exchange of the Zambian pound was what?, Kwacha, or 20 shillings or","The fastest train in the United States up to that time, Penn Central's Metroliner,",https://en.wikipedia.org/wiki/January_1969,"Kwacha, or 20 shillings or 240 Zambian pence.",0.3333333333333333,0,1,0.8866643905639648,"['https://en.wikipedia.org/wiki/Currency_substitution', 'https://en.wikipedia.org/wiki/Currency_substitution', 'https://en.wikipedia.org/wiki/January_1969']"
Q95,Who was the author of the newspaper articles? _ .Options:A Samuel AdamsB William CooperC William CooperD William CooperAnswer:A,A,https://en.wikipedia.org/wiki/Journal_of_Occurrences,B,1.0,0,1,0.18392682075500488,"['https://en.wikipedia.org/wiki/Journal_of_Occurrences', 'https://en.wikipedia.org/wiki/Journal_of_Occurrences', 'https://en.wikipedia.org/wiki/Journal_of_Occurrences']"
Q97,How many games did the Blue Bennefield team win in a season? Answer: 15,ECHL record),https://en.wikipedia.org/wiki/Victoria_Salmon_Kings,15,0.5,0,1,0.21698784828186035,"['https://en.wikipedia.org/wiki/Dwan_Edwards', 'https://en.wikipedia.org/wiki/Victoria_Salmon_Kings', 'https://en.wikipedia.org/wiki/Bret_Holmes_Racing']"
Q98,What is the name of the company that developed the biosolids?,Sedron Technologies,https://en.wikipedia.org/wiki/Biosolids,Metro Vancouver,1.0,0,1,0.3212740421295166,"['https://en.wikipedia.org/wiki/Biosolids', 'https://en.wikipedia.org/wiki/Biosolids', 'https://en.wikipedia.org/wiki/Tuxedo_Computers']"
Q99,Which of the following is not a part of the episodes of Monica and Friends? (A) The pilot. (B) The pilot. (C) The pilot.,The pilot (1976) === === === Episodes from As Aventuras da Turma da Mônica (1982) === === === Episodes from As Novas Aventuras da Turma da Mônica (1986) =,https://en.wikipedia.org/wiki/Monica_and_Friends_(TV_series),(A),1.0,0,1,0.2562708854675293,"['https://en.wikipedia.org/wiki/Monica_and_Friends_(TV_series)', 'https://en.wikipedia.org/wiki/Virginia_Hewitt', 'https://en.wikipedia.org/wiki/Monica_and_Friends_(TV_series)']"
